label,language,filename,source_title,source_domain,source_type,publication_date,collection_date,url,quota_role,record_kind,character_count
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_082.txt,公開新聞索引：電子類股指數｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E9%9B%BB%E5%AD%90%E9%A1%9E%E8%82%A1%E6%8C%87%E6%95%B8+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1944
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_083.txt,公開新聞索引：半導體類股指數｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%8D%8A%E5%B0%8E%E9%AB%94%E9%A1%9E%E8%82%A1%E6%8C%87%E6%95%B8+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1958
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_084.txt,公開新聞索引：台灣AI供應鏈籃子｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%8F%B0%E7%81%A3AI%E4%BE%9B%E6%87%89%E9%8F%88%E7%B1%83%E5%AD%90+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1965
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_085.txt,公開新聞索引：台積電 TSMC｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%8F%B0%E7%A9%8D%E9%9B%BB+TSMC+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1932
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_086.txt,公開新聞索引：鴻海 Hon Hai｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E9%B4%BB%E6%B5%B7+Hon+Hai+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1932
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_087.txt,公開新聞索引：廣達 Quanta｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%BB%A3%E9%81%94+Quanta+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1931
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_088.txt,公開新聞索引：緯創 Wistron｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E7%B7%AF%E5%89%B5+Wistron+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1932
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_089.txt,公開新聞索引：緯穎 Wiwynn｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E7%B7%AF%E7%A9%8E+Wiwynn+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1928
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_090.txt,公開新聞索引：台達電 Delta Electronics｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%8F%B0%E9%81%94%E9%9B%BB+Delta+Electronics+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1982
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_091.txt,公開新聞索引：聯發科 MediaTek｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E8%81%AF%E7%99%BC%E7%A7%91+MediaTek+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1943
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_092.txt,公開新聞索引：日月光投控 ASE Technology｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E6%97%A5%E6%9C%88%E5%85%89%E6%8A%95%E6%8E%A7+ASE+Technology+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1992
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_093.txt,公開新聞索引：台光電 Elite Material｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%8F%B0%E5%85%89%E9%9B%BB+Elite+Material+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1970
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_094.txt,公開新聞索引：奇鋐 Asia Vital Components｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%A5%87%E9%8B%90+Asia+Vital+Components+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1985
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_095.txt,公開新聞索引：智邦 Accton｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E6%99%BA%E9%82%A6+Accton+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1928
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_096.txt,公開新聞索引：AI主題ETF｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=AI%E4%B8%BB%E9%A1%8CETF+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1920
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_097.txt,公開新聞索引：外資現貨與期貨部位｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%A4%96%E8%B3%87%E7%8F%BE%E8%B2%A8%E8%88%87%E6%9C%9F%E8%B2%A8%E9%83%A8%E4%BD%8D+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1987
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_098.txt,公開新聞索引：投信持股變化｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E6%8A%95%E4%BF%A1%E6%8C%81%E8%82%A1%E8%AE%8A%E5%8C%96+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1948
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_099.txt,公開新聞索引：融資融券與借券｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E8%9E%8D%E8%B3%87%E8%9E%8D%E5%88%B8%E8%88%87%E5%80%9F%E5%88%B8+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1960
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,zh,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/zh_100.txt,公開新聞索引：成交量與市場廣度｜技術面、成交量與族群輪動｜財報、估值與資金流向,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E5%B8%82%E5%A0%B4%E5%BB%A3%E5%BA%A6+%E6%8A%80%E8%A1%93%E9%9D%A2%E3%80%81%E6%88%90%E4%BA%A4%E9%87%8F%E8%88%87%E6%97%8F%E7%BE%A4%E8%BC%AA%E5%8B%95+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1970
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_001.txt,Unpacking the 2026 Return Engine and the AI Super-Cycle,encyclopediaofstocks.substack.com,independent market analysis,2026 search index,2026-07-23,https://encyclopediaofstocks.substack.com/p/taiwan-tech-equities-unpacking-the,direct fine-grained sample,identified public source,4308
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_002.txt,TAIEX ends higher as AI infrastructure and defense stocks advance,taiwannews.com.tw,news media,2026-07-09,2026-07-23,https://www.taiwannews.com.tw/news/6397907,direct fine-grained sample,identified public source,4208
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_003.txt,"Tech, Media & Telecom Roundup: Market Talk",wsj.com,financial news / market talk,2026-07-17,2026-07-23,https://www.wsj.com/business/tech-media-telecom-roundup-market-talk-c79f1543,direct fine-grained sample,identified public source,4242
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_004.txt,Public news index: 台灣AI供應鏈籃子 | revenue and earnings estimate revisions | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E5%8F%B0%E7%81%A3AI%E4%BE%9B%E6%87%89%E9%8F%88%E7%B1%83%E5%AD%90+revenue+and+earnings+estimate+revisions+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4613
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_005.txt,Public news index: 台積電 TSMC | revenue and earnings estimate revisions | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E5%8F%B0%E7%A9%8D%E9%9B%BB+TSMC+revenue+and+earnings+estimate+revisions+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4598
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_006.txt,Public news index: 鴻海 Hon Hai | revenue and earnings estimate revisions | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E9%B4%BB%E6%B5%B7+Hon+Hai+revenue+and+earnings+estimate+revisions+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4592
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_007.txt,Public news index: 廣達 Quanta | revenue and earnings estimate revisions | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E5%BB%A3%E9%81%94+Quanta+revenue+and+earnings+estimate+revisions+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4592
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_008.txt,Public news index: 緯創 Wistron | revenue and earnings estimate revisions | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E7%B7%AF%E5%89%B5+Wistron+revenue+and+earnings+estimate+revisions+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4591
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_009.txt,Public news index: 緯穎 Wiwynn | revenue and earnings estimate revisions | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E7%B7%AF%E7%A9%8E+Wiwynn+revenue+and+earnings+estimate+revisions+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4588
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_010.txt,Public news index: 台達電 Delta Electronics | revenue and earnings estimate revisions | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E5%8F%B0%E9%81%94%E9%9B%BB+Delta+Electronics+revenue+and+earnings+estimate+revisions+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4631
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_011.txt,Public news index: 聯發科 MediaTek | revenue and earnings estimate revisions | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E8%81%AF%E7%99%BC%E7%A7%91+MediaTek+revenue+and+earnings+estimate+revisions+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4602
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_012.txt,Public news index: 日月光投控 ASE Technology | revenue and earnings estimate revisions | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E6%97%A5%E6%9C%88%E5%85%89%E6%8A%95%E6%8E%A7+ASE+Technology+revenue+and+earnings+estimate+revisions+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4632
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_013.txt,Public news index: 台光電 Elite Material | revenue and earnings estimate revisions | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E5%8F%B0%E5%85%89%E9%9B%BB+Elite+Material+revenue+and+earnings+estimate+revisions+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4613
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_014.txt,Public news index: 奇鋐 Asia Vital Components | revenue and earnings estimate revisions | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E5%A5%87%E9%8B%90+Asia+Vital+Components+revenue+and+earnings+estimate+revisions+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4633
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_015.txt,Public news index: 智邦 Accton | revenue and earnings estimate revisions | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E6%99%BA%E9%82%A6+Accton+revenue+and+earnings+estimate+revisions+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4594
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_016.txt,Public news index: AI主題ETF | revenue and earnings estimate revisions | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=AI%E4%B8%BB%E9%A1%8CETF+revenue+and+earnings+estimate+revisions+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4580
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_017.txt,Public news index: 外資現貨與期貨部位 | revenue and earnings estimate revisions | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E5%A4%96%E8%B3%87%E7%8F%BE%E8%B2%A8%E8%88%87%E6%9C%9F%E8%B2%A8%E9%83%A8%E4%BD%8D+revenue+and+earnings+estimate+revisions+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4648
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_018.txt,Public news index: 投信持股變化 | revenue and earnings estimate revisions | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E6%8A%95%E4%BF%A1%E6%8C%81%E8%82%A1%E8%AE%8A%E5%8C%96+revenue+and+earnings+estimate+revisions+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4607
TW AI Technology Stock Trend-Earnings Valuation And Capital Flow,en,#T#[TW AI Technology Stock Trend-Earnings Valuation And Capital Flow]/en_019.txt,Public news index: 融資融券與借券 | revenue and earnings estimate revisions | Taiwan AI technology equities,bing.com,public news-search index,candidate results from 2024–2026,2026-07-23,https://www.bing.com/news/search?q=%E8%9E%8D%E8%B3%87%E8%9E%8D%E5%88%B8%E8%88%87%E5%80%9F%E5%88%B8+revenue+and+earnings+estimate+revisions+Taiwan+AI+technology+stocks+trend+news+analyst+2024+2025+2026&setlang=en-us&FORM=HDRSC6,direct fine-grained sample,public news-search index,4620
